Date,BrandName,ProductName,Reason,Company
2014-08-01T00:00:00.0000000,Sunburst Superfoods,Organic Raw Carob Powder ,Salmonella,Sunburst Superfoods
2014-08-01T00:00:00.0000000,LifeCore,Chocolate ,Undeclared milk,Ortho Molecular Products
2014-07-31T00:00:00.0000000,Lacteos Santa Martha,Quesito Casero (fresh curd) ,Listeria monocytogenes,"Oasis Brands, Inc."
2014-07-31T00:00:00.0000000,Wawona Packing Company,"Whole white and yellow peaches, white and yellow nectarines, plums and pluots ",Listeria monocytogenes,Wawona Packing Company
2014-07-30T00:00:00.0000000,VR Green Farms,Jarred Food Products ,"May have been improperly produced, making them susceptible to contamination with Clostridium botulinum",VR Green Farms
2014-07-29T00:00:00.0000000,Hummingbird Wholesale,Organic Raw Carob Powder ,Salmonella,Hummingbird Wholesale
2014-07-29T00:00:00.0000000,Natural Grocers,CHUNKS OF ENERGY CAROB GREENS and FLAX/TUMERIC ,Salmonella,Natural Grocers
2014-07-29T00:00:00.0000000,"Hospira, Inc.","Lidocaine HCI Injection, USP, 2 percent ",Particles,"Hospira, Inc."
2014-07-28T00:00:00.0000000,Mt Sterling Coop Creamery,Cheese ,Escherichia coli (STEC) O111:H8,SW Wisc Dairy Goat Products Coop
2014-07-26T00:00:00.0000000,Ecoato,Sweet Paprika Powder ,Salmonella,"TJX Companies, Inc."
2014-07-25T00:00:00.0000000,Rising Moon Organics,Butternut Squash Ravioli ,"Undeclared egg, milk and soy",Carmel Food Group
2014-07-25T00:00:00.0000000,CaCoCo Inc.,Drinking Chocolate “Original” and “Global Warrior” ,Salmonella,CaCoCo Inc.
2014-07-25T00:00:00.0000000,GoMacro,MacroBars ,Salmonella,GoMacro
2014-07-24T00:00:00.0000000,Tasty,Peach Slices ,Undeclared Sulfites,Lion Pavilion
2014-07-24T00:00:00.0000000,Dancing Star LLC and Rave Bites,Various snack products ,Salmonella,Dancing Star LLC
2014-07-24T00:00:00.0000000,Fresh Choices,Sandwiches ,Listeria monocytogenes,Great American Marketing
2014-07-23T00:00:00.0000000,Whole Foods,Made-in-Store items containing recalled fruit ,Listeria monocytogenes,Whole Foods Market
2014-07-22T00:00:00.0000000,Earth Circle Organics,Organic carob powder ,Salmonella,Earth Circle Organics
2014-07-21T00:00:00.0000000,American Health Packaging,"Ibuprofen Tablets, 600 mg & Oxcarbazepine Tablets, 300 mg ",mislabeled inner unit dose blister packaging,American Health Packaging
2014-07-21T00:00:00.0000000,Peony Mark Brand,Roasted and Salted Pumpkin Seeds ,Contains Undeclared Sulfites,Starway Incorporated
2014-07-20T00:00:00.0000000,"Wegmans Food Markets, Inc.",Baked desserts ,Listeria monocytogenes,"Wegmans Food Markets, Inc."
2014-07-19T00:00:00.0000000,Sweet 2 Eat and other store brands,"Whole peaches (white and yellow), nectarines (white and yellow), plums and pulots ",Listeria monocytogenes,Wawona Packing Company
2014-07-19T00:00:00.0000000,"Unique Pharmaceuticals, Ltd.",All sterile compounded preparations ,Lack of sterility assurance,"Unique Pharmaceuticals, Ltd."
2014-07-18T00:00:00.0000000,Uprising,"Peanut Punch, Beet Drink, and Carrot Drink ",Contains Undeclared Milk Allergen,Erlo Distribution Inc.
2014-07-18T00:00:00.0000000,Whole Foods Market,Chocolate Chewies ,Undeclared walnuts,Whole Foods Market
2014-07-16T00:00:00.0000000,King of Pops,Banana puddin’ pops and keylime pie pops ,"Undeclared Soy, Milk, Egg and Wheat",King of Pops
2014-07-16T00:00:00.0000000,Uncle Ben’s,"Ready Rice Garden Vegetable with Peas, Carrots and Corn Pouch ","Undeclared barley, a non-wheat source of gluten",Mars Food North America
2014-07-15T00:00:00.0000000,"White & Blue Lion, Inc.",Tattoo Inks and tattoo needles ,Bacterial contamination,"White & Blue Lion, Inc."
2014-07-14T00:00:00.0000000,Baxter International Inc.,0.9% Sodium Chloride and Highly Concentrated Potassium Chloride Injection ,Presence of particulate matter,Baxter International Inc.
2014-07-11T00:00:00.0000000,"White & Blue Lion, Inc.",Tattoo Inks and tattoo needles ,Bacterial contamination,"White & Blue Lion, Inc."
2014-07-10T00:00:00.0000000,"Hospira, Inc",Lactated Ringers and 5% Dextrose Injection ,Particulates,"Hospira, Inc"
2014-07-08T00:00:00.0000000,Whole Foods Market,Caesar salad and Mesclun Goat Cheese salad ,Mislabeled and undeclared allergen of fish and egg (Caesar) and tree nuts (Mesclun Goat Cheese).,Whole Foods Market
2014-07-03T00:00:00.0000000,Flexi-Seal,CONTROL Fecal Management System (FMS) ,No 510K and inconsistent performance,ConvaTec
2014-07-02T00:00:00.0000000,Nutrena NatureWise,Meatbird feed ,Excessive sodium,Cargill
2014-07-01T00:00:00.0000000,Oriya Organics,Protein Medley ,Salmonella,"Oriya Organics, LLC"
2014-06-30T00:00:00.0000000,Coumadin,Coumadin (warfarin sodium) ,Particulate matter,Bristol-Myers Squibb Company
2014-06-27T00:00:00.0000000,Richard’s Too Good,"BBQ Sauce, Hot Sauce and Teriyaki Sauce ",May be improperly processed,Richard’s Rubs & Seasonings LLC
2014-06-27T00:00:00.0000000,Haagen-Dazs,Ice Cream ,Undeclared Peanuts,Nestlé USA
2014-06-26T00:00:00.0000000,Organic Traditions,Chia Seed Powder; Chia & Flax Seed Powder; Chia Seeds; Trailmix ,Salmonella,"Health Matters America, Inc."
2014-06-24T00:00:00.0000000,Doctor’s Best,Marketed as a dietary supplement ,Undeclared Lovastatin,Doctor’s Best
2014-06-24T00:00:00.0000000,Baxter,Sodium Chloride Injection ,Particulate matter,Baxter
2014-06-23T00:00:00.0000000,Velveeta,Cheese Product ,Inappropriate levels of preservative can result in premature spoilage/food borne illness,Kraft
2014-06-23T00:00:00.0000000,"Sunbeam, Bunny, Flowers, Ingles",Bar-B-Q Bread ,Undeclared milk,Flowers Foods
2014-06-18T00:00:00.0000000,HydroFinity™,HydroFinity™ Hydrophilic Guidewires ,Polymer jacket may be damaged when withdrawn,"Nitinol Devices & Components, Inc. (NDC)"
2014-06-17T00:00:00.0000000,"Hospira, Inc.","0.5% Marcaine™ (Bupivacaine HCl Injection, USP) ",Particulates,"Hospira, Inc"
2014-06-17T00:00:00.0000000,Gong Xifacai,Gong xifacai gift chocolates ,Undeclared Peanuts and Milk,Domega NY International Co Ltd.
2014-06-16T00:00:00.0000000,Wegmans,Cinnamon Raisin Buns ,May contain egg,Wegmans Food Markets Inc.
2014-06-16T00:00:00.0000000,Vita Classic,Premium Sliced Smoked Atlantic Salmon ,Listeria monocytogenes,"Vita Food Products, Inc"
2014-06-13T00:00:00.0000000,La Finquita,"Cheese, In Spanish/En Espanol ",Undeclared peanut and tree nuts,"La Finquita, LLC"
2014-06-13T00:00:00.0000000,Schnucks Bakery,Cake ,Undeclared pecan,Schnucks Bakery
2014-06-12T00:00:00.0000000,La Finquita,Cheese ,Undeclared peanut and tree nuts,"La Finquita, LLC"
2014-06-12T00:00:00.0000000,"Fish Family Farm, Shadow Valley Farms Dairy",Milk and cream ,Undeclared peanut and tree nuts,"Fish Family Farm, Inc."
2014-06-11T00:00:00.0000000,Wegmans,Bagged Ice ,Metal fragments,"Wegmans Food Markets, Inc."
2014-06-11T00:00:00.0000000,"Smith's Farmstead, Mountain Gouda",Gouda cheese ,Listeria monocytogenes,Smith's Country Cheese
2014-06-08T00:00:00.0000000,Dole,"Garden soup ""Roasted Garlic Tomato Basil"" ",Undeclared milk,"Dole Packaged Foods, LLC"
2014-06-08T00:00:00.0000000,Trader Joe’s,Egg white salad with chives ,Listeria monocytogenes,"Lansal, Inc. dba Hot Mama’s Foods"
2014-06-06T00:00:00.0000000,Kirkland Signature,Ground Malabar Pepper ,Salmonella,Olde Thompson Inc.
2014-06-06T00:00:00.0000000,ADVOCATE,Blood glucose test strips ,Labeling error,"Diabetic Supply of Suncoast, Inc."
2014-06-06T00:00:00.0000000,"Navitas Naturals, Williams-Sonoma",Sprouted Chia Seed Powder Products ,Salmonella,Navitas Naturals
2014-06-05T00:00:00.0000000,GreenSmoothieGirl,TriOmega Superfood ,Salmonella,GreenSmoothieGirl
2014-06-05T00:00:00.0000000,"Eillien's, Blains Farm & Fleet, Piggly Wiggly, more",Candy ,Undeclared milk,"Eillien's Candies, Inc"
2014-06-04T00:00:00.0000000,Organic Traditions,Chia and Flax seed powder ,Salmonella,"Health Matters America, Inc."
2014-06-04T00:00:00.0000000,Champion Lamb Texturized,Lamb/Sheep Feed ,High Copper Content,"PGG/HSC Feed Company, LLC"
2014-06-04T00:00:00.0000000,Thrifty,Ice Cream ,Undeclared pistachios,Rite Aid
2014-06-04T00:00:00.0000000,Craisins,Yogurt covered dried cranberries ,Undeclared peanuts,Ocean Spray
2014-06-02T00:00:00.0000000,Alexion,Soliris (eculizumab) ,Presence of particulate matters,"Alexion Pharmaceuticals, Inc."
2014-06-02T00:00:00.0000000,LiveGfree,Rosemary and Olive Oil Multiseed Snack Crackers ,Salmonella,Baptista’s Bakery Inc.
2014-06-02T00:00:00.0000000,Glutino,Rosemary and Olive Oil Snack Crackers ,Salmonella,"Glutino, Division of GFA Brands, Inc."
2014-06-02T00:00:00.0000000,Hill’s Science Diet,Dry dog food ,Salmonella,"Hill’s Pet Nutrition, Inc."
2014-05-28T00:00:00.0000000,"Navitas Naturals, Williams-Sonoma",Sprouted Chia Seed Powder Products ,Salmonella,Navitas Naturals
2014-05-28T00:00:00.0000000,"African Black Ant, Black Ant, Mojo Risen",Sexual enhancement products ,*Reason/Problem Undeclared ingredients,"Eugene Oregon, Inc."
2014-05-28T00:00:00.0000000,Ocean's Catch,Minced crab meat ,Listeria monocytogenes,"Rome Packing Co., Inc."
2014-05-27T00:00:00.0000000,"Pet Center, Inc.",Lamb Crunchy's Dog treats ,Salmonella,"Pet Center, Inc."
2014-05-23T00:00:00.0000000,California Grown,Shelled Walnuts ,Listeria monocytogenes,Sun Tree LLC
2014-05-23T00:00:00.0000000,Belleville Farmer’s Market,Shelled walnuts ,Listeria monocytogenes,Belleville Farmer’s Market
2014-05-23T00:00:00.0000000,Fayette Creamery,Cheese spread ,Undeclared soy,Brunkow Cheese
2014-05-23T00:00:00.0000000,Langston,Dual lumen catheters ,Potential for the inner catheter to separate from the hub during use,"Vascular Solutions, Inc."
2014-05-22T00:00:00.0000000,Whole Foods Market,Thai Soba Noodle Salad ,Undeclared Soy,Whole Foods Market
2014-05-22T00:00:00.0000000,"Charles Products, Inc.",Shot and pint glasses ,Potential for leachable lead and cadmium,"Charles Products, Inc."
2014-05-21T00:00:00.0000000,Schnucks,Walnuts ,Listeria monocytogenes,Sherman Produce
2014-05-21T00:00:00.0000000,Fresenius,NaturaLyte Liquid Bicarbonate Concentrate (intended for use in hemodialysis machines) ,Potential to bacterial contamination,Fresenius Medical Care North America
2014-05-21T00:00:00.0000000,STRONG and KIND,Bars ,Undeclared peanuts,KIND Healthy Snacks
2014-05-19T00:00:00.0000000,WhiteWave Foods,Silk Light Original Soymilk ,Undeclared almondmilk,WhiteWave Foods
2014-05-19T00:00:00.0000000,Market Basket,"Dairy-Free, Gluten-Free Pancakes ",Undeclared Milk,Middle East Bakery
2014-05-19T00:00:00.0000000,"Target Archer Farms, Giant Eagle, Trader Joe’s, and Tryst",Hummus and dip products ,Listeria monocytogenes,"Lansal, Inc.( d.b.a Hot Mama’s Foods)"
2014-05-17T00:00:00.0000000,"Knudsen, Breakstone’s, Simply Kraft, and Daily Chef.",Cottage Cheese products ,Potential for spoilage and/or food borne illness,Kraft Foods Group
2014-05-16T00:00:00.0000000,Hospira,"Labetalol Hydrochloride Injection, USP ",Presence of visible particulates,"Hospira, Inc."
2014-05-15T00:00:00.0000000,liveGfree,Pancakes ,Undeclared milk,American Waffle Company
2014-05-14T00:00:00.0000000,Hospira,"Dobutamine Injection, USP ",Presence of visible particulates,"Hospira, Inc."
2014-05-14T00:00:00.0000000,Ventlab,Resuscitator bags ,Possible failure of the device to deliver air,Ventlab LLC
2014-05-14T00:00:00.0000000,Bravo,Dog and Cat Food ,Listeria monocytogenes,Bravo
2014-05-13T00:00:00.0000000,Dragonfly,Crushed Chili Powder ,Salmonella,US Trading Company
2014-05-12T00:00:00.0000000,Stonyfield,YoBaby Peach/Pear Yogurt Cups ,Potential coliform contamination,Stonyfield
2014-05-09T00:00:00.0000000,"Princess House, Inc.",Marissa Tangerine Appetizer plates ,Product may contain excessive amounts of leachable lead and cadmium,"Princess House, Inc."
2014-05-09T00:00:00.0000000,"Princess House, Inc.",(In Spanish/En Espanol) Marissa Tangerine Appetizer plates ,Product may contain excessive amounts of leachable lead and cadmium,"Princess House, Inc."
2014-05-09T00:00:00.0000000,Datascope,Intra-Aortic Balloon Pumps ,Mechanical Failure of the Power Supply Fan Assembly,Datascope Corp/MAQUET
2014-05-08T00:00:00.0000000,Haque,Raisins ,Undeclared sulfites,Surma Distributors LLC
2014-05-07T00:00:00.0000000,Haut Livradois,Raclette and Montboissie cheeses ,Salmonella,Ste Fromagere du Livradois
2014-05-06T00:00:00.0000000,Alere,Alere INRatio2 PT/INR Professional Test Strip ,significantly different test results between the Alere INRatio2 PT/INR Professional Test Strip and the local laboratory plasma INR test.,Alere Inc.
2014-05-05T00:00:00.0000000,Tommy Atkins,Organic Mangos ,Listeria monocytogenes,Pacific Organic Produce
2014-05-05T00:00:00.0000000,"African Black Ant, Black Ant, Mojo Risen",Dietary supplement pills ,Unapproved new drugs – products may contain sildenafil and tadalafil,"Eugene Oregon, Inc."
2014-05-05T00:00:00.0000000,Lily Bloom’s Kitchen,Poparoons ,Undeclared Milk,Lily Bloom’s Kitchen
2014-05-03T00:00:00.0000000,Blue Bunny,Bordeaux Cherry Chocolate Ice cream ,Undeclared eggs,"Wells Enterprises, Inc."
2014-05-02T00:00:00.0000000,GemStar,Docking station that is used in conjunction with infusion pump ,Potential malfunctions that may occur with the docking station,Hospira Inc.
2014-05-02T00:00:00.0000000,American Importing Co.,Cinnamon Crunch Granola ,Undeclared Almonds,"American Importing Co., Inc"
2014-05-02T00:00:00.0000000,Caravelle,Chili powder ,Salmonella,Anhing Corporation
2014-05-01T00:00:00.0000000,Noh Foods of Hawaii,Hawaiian coconut pudding (Haupia) ,Undeclared milk,Noh Foods of Hawaii
2014-05-01T00:00:00.0000000,Owl Canyon,Eggs ,Salmonella,"Sixdog Investments, LLC"
2014-04-29T00:00:00.0000000,"Roche, Tatiomax, Saluta and more","Vitamin C, Collagen and Glutathione products ",Unapproved Drugs,Flawless Beauty and Skin
2014-04-29T00:00:00.0000000,Lite Fit USA,Herbal Dietary Supplement ,Product contains sibutramine,Bacai Inc.
2014-04-26T00:00:00.0000000,Private Selection,Chocolate Hazelnut Mascarpone Ice cream & Caramel Hazelnut Fudge Truffle Ice cream ,Undeclared eggs,The Kroger Co.
2014-04-25T00:00:00.0000000,Stonyfield,YoBaby Peach/Pear Yogurt Cups ,Potential coliform contamination,Stonyfield
2014-04-24T00:00:00.0000000,Brilliant,Cake ,Undeclared eggs,Domega NY International Co Ltd
2014-04-23T00:00:00.0000000,Miravalle,Ground Annato ,Salmonella,"Miravalle Foods, Inc."
2014-04-21T00:00:00.0000000,Wegmans,Easter Bread ,Undeclared egg,"Wegmans Food Markets, Inc."
2014-04-21T00:00:00.0000000,Nano Well-being Health,Dietary Supplement - Super Arthgold ,Unapproved new drug,Nano Well-being Health Inc.
2014-04-21T00:00:00.0000000,"Hospira, Inc.","0.25% Marcaine™ (Bupivacaine HCl Injection, USP), 10 mL, Single-dose Vial – Preservative Free ",Discolored solution with visible particles embedded in the glass,"Hospira, Inc."
2014-04-19T00:00:00.0000000,Hickory Farms Farmstand Recipe,Chipotle Ranch Sauce ,Undeclared Milk,Hickory Farms
2014-04-18T00:00:00.0000000,Whole Foods,Mini Butter Croissants ,Undeclared egg,Whole Foods Market Southwest Region
2014-04-18T00:00:00.0000000,Hospira,"1% Lidocaine HCI Injection, USP ",Presence of visible particulates,"Hospira, Inc."
2014-04-18T00:00:00.0000000,CUBICIN,Daptomycin for injection ,Presence of particulate matter,"Cubist Pharmaceuticals, Inc."
2014-04-18T00:00:00.0000000,"Dominex Natural Foods, LLC",AngelBowls Corkscrew Pasta and Creamy Tomato Vodka Sauce ,Undeclared allergen - pine nuts,"Dominex Natural Foods, LLC"
2014-04-17T00:00:00.0000000,Price Chopper,White Bean Hummus ,Undeclared milk,Price Chopper Supermarkets
2014-04-17T00:00:00.0000000,Hospira,"Propofol Injectable Emulsion, USP ",Visible Particulates,"Hospira, Inc."
2014-04-16T00:00:00.0000000,Thursday Plantation Tea Tree,Cosmetic mouthwash ,Bacterial contamination,"Natural Organics, Inc."
2014-04-16T00:00:00.0000000,"Purina, Del's, Albers, Home Grown",Poultry feed ,Low vitamin and mineral content,Purina Animal Nutrition LLC
2014-04-14T00:00:00.0000000,Organic Traditions,Candy ,Undeclared milk,"Health Matters America, Inc."
2014-04-12T00:00:00.0000000,Private Selection,Strawberry Sorbet ,Undeclared milk,The Kroger Co.
2014-04-11T00:00:00.0000000,Pipeline and Alligator,Embolization Device and Retrieval Device ,Polytetrafluoroethylene (PTFE) coating applied to the delivery wire could delaminate and detach from the devices,Covidien
2014-04-11T00:00:00.0000000,YF Sesame Flavor Cracker,YF Sesame Flavor Cracker ,Undeclared peanuts,Domega NY International Co Ltd
2014-04-11T00:00:00.0000000,Archer Farms,Chocolate Hazelnut Swirl Gelato ,Undeclared peanuts,SINCO Inc.
2014-04-11T00:00:00.0000000,Golden Smell,Meat Ball Medley ,Undeclared egg,Strong America Limited
2014-04-10T00:00:00.0000000,Fernandez,(In Spanish/En Espanol)Chile Molido Puro and Chile Rojo ,Salmonella,Fernandez Chile Company Inc.
2014-04-10T00:00:00.0000000,Fernandez,Chile Molido Puro and Chile Rojo ,Salmonella,Fernandez Chile Company Inc.
2014-04-10T00:00:00.0000000,Bissinger’s,Dark Chocolate Bunny Ears ,Undeclared milk,Karl Bissinger’s LLC
2014-04-09T00:00:00.0000000,Lisy,Sweet basil (Albahaca) ,Salmonella,Lisy Corporation
2014-04-09T00:00:00.0000000,Thinogenics,Weight loss capsules ,Undeclared Sibutramine,Nature's Universe
2014-04-09T00:00:00.0000000,"Frontier, Whole Foods Market 365, Simply Organic, Nature’s Place, Mejier and Sprouts",Organic Black Peppercorns ,Salmonella,Frontier Natural Products Co-op
2014-04-08T00:00:00.0000000,Grandma's,Potato and Bacon Perogies ,Undeclared soy,Buffalo SAV Inc.
2014-04-08T00:00:00.0000000,Abady,Cat food ,Salmonella,"Robert Abady Dog Food Co.,"
2014-04-07T00:00:00.0000000,Trader Giotto's,Caesar Salad with Caesar Dressing ,"Undeclared egg, fish (anchovy), soy and wheat","H Group, Inc."
2014-04-07T00:00:00.0000000,Natural Grocers,Organic Black Peppercorns ,Salmonella,"Vitamin Cottage Natural Food Markets, Inc."
2014-04-04T00:00:00.0000000,"Frontier, Sprouts, Simply Organic",Organic Black Peppercorns ,Salmonella,Sprouts Farmers Market Inc.
2014-04-04T00:00:00.0000000,Whole Foods,Chipotle Chicken wrap ,Undeclared fish,Whole Foods Market
2014-04-04T00:00:00.0000000,Swanson Health Products,Herbal supplement ,Salmonella,Swanson
2014-04-03T00:00:00.0000000,AH!LASKA,Chocolate mix ,Undeclared milk,Koru Pacific Packaging Inc.
2014-04-03T00:00:00.0000000,Thursday Plantation Tea Tree,Cosmetic mouthwash ,Bacterial contamination,"Natural Organics, Inc."
2014-04-03T00:00:00.0000000,Emparedados Boricua (In Spanish/En Espanol),Chicken and Cheese (Pollo & Queso) Sandwich ,Undeclared eggs,Emparedados Boricua
2014-04-03T00:00:00.0000000,Emparedados Boricua,Chicken and Cheese (Pollo and Queso) Sandwich ,Undeclared eggs,Emparedados Boricua
2014-04-02T00:00:00.0000000,Evita V500 and Babylog VN500,PS500 Power Supply Unit Ventilators ,the batteries installed in the PS500 depleted much earlier than expected,Draeger
2014-04-01T00:00:00.0000000,"African Black Ant, XZen Gold, Xzone and more",Dietary Supplement ,Unapproved new drug,"Nova Products, Inc."
2014-03-31T00:00:00.0000000,Lao Thai Nam,Salted fish ,Potential to be contaminated with Clostridium botulinum,Lao Thai Nam Corp.
2014-03-28T00:00:00.0000000,Fresh Express,Italian Salad ,Listeria monocytogenes,Fresh Express Incorporated
2014-03-28T00:00:00.0000000,Elf,Herring Fillets in Wine Sauce ,Undeclared Milk,Vita Food Products Inc.
2014-03-27T00:00:00.0000000,Luna,Chocolate bars ,Undeclared macadamia nuts,Clif Bar and Company
2014-03-27T00:00:00.0000000,Alprose,Variety of Dark chocolates ,Undeclared milk,BBM Chocolate Distributors
2014-03-27T00:00:00.0000000,Alli,Alli Weight Loss Product ,Concerns about authenticity of product,GlaxoSmithKline (GSK) Consumer Healthcare
2014-03-26T00:00:00.0000000,Orton Bros.,Cookies ,Undeclared peanuts,Vermont Common Foods
2014-03-26T00:00:00.0000000,Oscars Smokehouse Inc.,Cheese Spread ,Listeria monocytogenes,Oscars Smokehouse Inc.
2014-03-26T00:00:00.0000000,Bella Vi,Dietary Supplement ,Products contain undeclared Sibutramine and/or combination of Sibutramine and Phenolphthalein,"Pure Edge Nutrition, LLC."
2014-03-25T00:00:00.0000000,"Super Fat Burner, Maxi Gold, and Esmeralda",Dietary Supplement ,Unapproved new drug,New Life Nutritional Center
2014-03-22T00:00:00.0000000,"Parkers, Happy Farms, Central Markets, Amish Classic, more","Peanut butter, cheese, salsa, and spreads ",Listeria monocytogenes,"Parkers Farm Acquisition, LLC"
2014-03-19T00:00:00.0000000,Helados La Tapatia (In Spanish/En Espanol),Ice cream products ,Listeria monocytogenes,"Helados La Tapatia, Inc."
2014-03-19T00:00:00.0000000,Harry’s Farmers Market,Amberjack ,Consumer illness,Harry’s Farmers Market
2014-03-19T00:00:00.0000000,Helados La Tapatia,Ice cream products ,Listeria monocytogenes,"Helados La Tapatia, Inc."
2014-03-18T00:00:00.0000000,Playtex,AC/DC power adapters used with breast pump ,Potential for electric shock,"Playtex Manufacturing, Inc."
2014-03-18T00:00:00.0000000,HemoSet,Dual channel infusion set ,Over-delivery may occur by gravity infusion,"Hospira, Inc."
2014-03-18T00:00:00.0000000,Pleo,Homeopathic Drug Products ,Penicillin contamination,"Terra-Medica, Inc"
2014-03-17T00:00:00.0000000,Fannie May,Assorted chocolates ,Undeclared peanuts,"Fannie May Confections Brands, Inc."
2014-03-17T00:00:00.0000000,Simply Lite,Dark Chocolate Bar ,Undeclared milk,"Simply Natural Foods, LLC"
2014-03-14T00:00:00.0000000,FreeStyle®& FreeStyle Flash®,Blood Glucose Meter ,May produce mistakenly low blood glucose results,Abbott
2014-03-14T00:00:00.0000000,SNI,"Maeng Da Kratom, Max Kratom, and Bali Kratom ",Products contain Kratom (Mitragyna Speciosa),SNI National
2014-03-14T00:00:00.0000000,Shire Pharmaceuticals,VPRIV® (velaglucerase alfa for injection) ,"Presence of visible particulate matter, identified as stainless steel and barium sulfate",Shire Pharmaceuticals
2014-03-14T00:00:00.0000000,Infinite Herbs LLC,Organic basil ,Salmonella,Infinite Herbs LLC
2014-03-13T00:00:00.0000000,Kirkland Signature,Sliced Fruit ,Salmonella,"Oregon Freeze Dry, Inc."
2014-03-13T00:00:00.0000000,"Dole, Fresh Selections and more",Variety of Bagged salads ,Listeria monocytogenes,Dole Fresh Vegetables Inc.
2014-03-12T00:00:00.0000000,Pain Free By Nature,Reumofan Plus tablets (In Spanish/En Espanol) ,Contain undeclared active pharmaceutical ingredients: methocarbamol and diclofenac,Pain Free By Nature
2014-03-12T00:00:00.0000000,Pain Free By Nature,Reumofan Plus tablets ,Contain undeclared active pharmaceutical ingredients: methocarbamol and diclofenac,Pain Free By Nature
2014-03-11T00:00:00.0000000,"Greatbatch, Inc.",Standard Offset Cup Impactors ,Sterilization recommendation in the Instructions for Use for the product did not meet requirements for sterility assurance,"Greatbatch, Inc."
2014-03-06T00:00:00.0000000,Net Food Brand,Turkey Dried Apricots ,Undeclared Sulfites,Net Food Import and Export LLC
2014-03-06T00:00:00.0000000,Pfizers Effexor XR® and Greenstone brands,Venlafaxine HCl 150 mg extended-release capsules ,Foreign Tablet in one bottle,Pfizer Inc.
2014-03-06T00:00:00.0000000,Crown Food,Golden Natural Fruit Island ,Undeclared Sulfites and FD & C yellow #6,"Crown Food Distributors, Inc."
2014-03-05T00:00:00.0000000,Starbucks,Greek Yogurt Raspberry &Lemon; Parfait Cups ,Undeclared Egg,Gretchen's Shoebox Express
2014-03-05T00:00:00.0000000,Baxter,DIANEAL PD-2 Peritoneal Dialysis Solution with 1.5% Dextrose ,Container Closure Non-Integrity,Baxter International Inc.
2014-03-05T00:00:00.0000000,Belmont,Belmont Chocolate Chip Cookie Dough Ice Cream ,Undeclared Nut Allergen,House of Flavors Ice Cream Company
2014-03-04T00:00:00.0000000,Fresh To Go,‘Fresh To Go Tuscan Style Combo on Tomato Basil Bread’ sandwich. ,May contain undeclared Pine Nuts (tree nuts).,HC Schau and Son
2014-03-04T00:00:00.0000000,World Baby,World Baby Italy and World Baby Thailand pouch products ,"Plastic spouts may fracture, loosen, detach and present a choking hazard.",Plum Organics
2014-03-04T00:00:00.0000000,HeartMate II,HeartMate II LVAS Pocket System Controller ,Difficulties encountered when changing from a primary system controller to a backup system controller,Thoratec Corporation
2014-03-04T00:00:00.0000000,Hong Lee Trading Inc,“Mut Dua Non” Young Coconut Candy (Strips) ,Undeclared Sulfites,Hong Lee Trading Inc
2014-03-03T00:00:00.0000000,Twin Marquis,Cooked Noodle and Lo Mein Noodle ,Undeclared Milk,"Twin Marquis, Inc."
2014-03-03T00:00:00.0000000,"Lehigh Valley, Swiss Premium, and Price Chopper",Orange Juice ,Undeclared Milk,Lehigh Valley Dairy
2014-03-01T00:00:00.0000000,"Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses ,Listeria monocytogenes,Roos Foods
2014-03-01T00:00:00.0000000,"Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses ,Listeria monocytogenes,Roos Foods
2014-02-28T00:00:00.0000000,UNCLE BEN’S READY RICE,Long Grain White Rice product ,Punctures in the pouch packaging,Mars Food North America
2014-02-28T00:00:00.0000000,Lotte,Frozen fruit bar (watermelon flavor) ,Undeclared peanuts,Jinsunmi Int’l Inc.
2014-02-28T00:00:00.0000000,Popsicle,Ice pops ,Undeclared milk,"Unilever United States, Inc."
2014-02-25T00:00:00.0000000,"Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses ,Listeria monocytogenes,Roos Foods
2014-02-25T00:00:00.0000000,"Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses ,Listeria monocytogenes,Roos Foods
2014-02-24T00:00:00.0000000,"Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses ,Listeria monocytogenes,Roos Foods
2014-02-23T00:00:00.0000000,"Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses ,Listeria monocytogenes,Roos Foods
2014-02-21T00:00:00.0000000,Fairway,Grilling Sauce ,Undeclared fish (anchovies),"Wolfgang B. Gourmet Foods, Inc."
2014-02-20T00:00:00.0000000,Fannie May,Assorted chocolates ,Undeclared peanuts,"Fannie May Confections Brands, Inc."
2014-02-20T00:00:00.0000000,MVI/ Oasis,Insulin syringes ,Mismarked syringe barrels,Med-Vet International
2014-02-20T00:00:00.0000000,Falafel King,Green Chile Hummus and Wraps ,Listeria monocytogenes,Falafel King
2014-02-19T00:00:00.0000000,Fannie May,Assorted chocolates ,Undeclared peanuts,"Fannie May Confections Brands, Inc. (â€œFannie Mayâ€�)"
